uid,revenue,popularity,budget,original_title,genres,realease_year,realease_year_decimal
1593,54819301,14.585968,30000000,The Three Stooges,Comedy,2012,2012.285519125683
1594,117195061,43.571612,40000000,Corpse Bride,Romance,2005,2005.691256830601
1596,84025816,55.424027,30000000,Sicario,Action,2015,2015.7131147540983
1597,91709827,65.364452,30000000,Southpaw,Action,2015,2015.457650273224
1598,90810892,45.083509,30000000,Drag Me to Hell,Horror,2009,2009.207650273224
1599,65663276,82.05205600000001,25000000,The Age of Adaline,Fantasy,2015,2015.2937158469945
1601,159291809,25.060342000000002,30000000,Step Up 3D,Drama,2010,2010.594262295082
1602,51842679,11.42943,25000000,Blue Crush,Adventure,2002,2002.6051912568305
1603,53653224,32.26789,30000000,Stranger Than Fiction,Comedy,2006,2006.691256830601
1604,75505973,33.394082,30000000,30 Days of Night,Horror,2007,2007.7964480874316
1605,66486080,73.987775,30000000,The Cabin in the Woods,Horror,2012,2012.282786885246
1606,84646831,10.608998,30000000,Meet the Spartans,Comedy,2008,2008.0655737704917
1607,38413606,12.821328999999999,30000000,Midnight Run,Adventure,1988,1988.5546448087432
1608,38122105,30.131497999999997,27000000,The Running Man,Action,1987,1987.8688524590164
1609,38748395,12.113235000000001,25000000,Little Shop of Horrors,Horror,1986,1986.9685792349728
1610,63782078,31.191975,30000000,Hanna,Action,2011,2011.26912568306
1611,51376861,11.916389,30000000,Mortal Kombat: Annihilation,Action,1997,1997.8907103825136
1612,36160375,20.355458,30000000,Larry Crowne,Comedy,2011,2011.4986338797814
1613,82394288,63.848541000000004,30000000,Carrie,Drama,2013,2013.7937158469945
1614,34742066,8.999675,30000000,Take the Lead,Music,2006,2006.2131147540983
1615,41480851,9.278361,30000000,Gridiron Gang,Action,2006,2006.707650273224
1617,48428063,55.806402,30000000,9,Action,2009,2009.6352459016393
1618,63372757,48.237797,30000000,Side Effects,Thriller,2013,2013.1024590163934
1620,14460000,19.143721,30000000,Winnie the Pooh,Animation,2011,2011.285519125683
1621,39267515,15.677470000000001,19000000,Dumb and Dumberer: When Harry Met Lloyd,Comedy,2003,2003.4521857923498
1622,29202884,4.523630000000001,30000000,Bulworth,Comedy,1998,1998.3743169398906
1625,24048000,5.301589,30000000,Virtuosity,Action,1995,1995.594262295082
1628,108609310,20.063164999999998,30000000,Sanctum,Action,2011,2011.0915300546446
1629,22034832,6.246199,35000000,Little Black Book,Comedy,2004,2004.5997267759562
1630,53909751,27.71063,30000000,The Five-Year Engagement,Comedy,2012,2012.3237704918033
1631,21800302,2.850896,30000000,Mr. 3000,Comedy,2004,2004.457650273224
1632,51148651,34.421696000000004,30000000,The Next Three Days,Romance,2010,2010.8825136612022
1633,31070211,15.89534,30000000,Ultraviolet,Science Fiction,2006,2006.1748633879781
1634,35294470,18.706504000000002,30000000,Assault on Precinct 13,Thriller,2005,2005.051912568306
1635,19204929,9.607391,30000000,The Replacement Killers,Action,1998,1998.0997267759562
1636,17193231,2.77255,25000000,Fled,Action,1996,1996.551912568306
1638,102820008,20.236951,30000000,Love & Other Drugs,Drama,2010,2010.8934426229507
1639,16930884,16.883429,30000000,88 Minutes,Crime,2007,2007.1215846994535
1640,25224242,12.779200999999999,35000000,North Country,Drama,2005,2005.1161202185792
1641,26155781,14.729385999999998,40000000,The Whole Ten Yards,Comedy,2004,2004.26912568306
1643,37962774,11.374305999999999,37000000,Howard the Duck,Comedy,1986,1986.5860655737704
1644,31148328,10.703602,30000000,Pride and Glory,Thriller,2008,2008.691256830601
1645,15007991,10.756266,30000000,The Cave,Action,2005,2005.6516393442623
1646,15368897,4.352422,30000000,Alex & Emma,Comedy,2003,2003.4603825136612
1647,13001257,9.301561999999999,30000000,Wicker Park,Drama,2004,2004.6748633879781
1648,24922237,18.27083,17000000,Fright Night,Horror,2011,2011.6325136612022
1649,30536013,19.106154,30000000,The New World,Drama,2005,2005.9849726775958
1654,30114487,12.10235,25000000,Godsend,Drama,2004,2004.3319672131147
1656,13521829,10.694417,30000000,Hoodwinked Too! Hood VS. Evil,Comedy,2011,2011.3292349726776
1657,18618284,6.353971,30000000,An Unfinished Life,Drama,2005,2005.691256830601
1658,64352607,37.181019,30000000,The Imaginarium of Doctor Parnassus,Adventure,2009,2009.7527322404371
1659,8454301,4.952735,30000000,Barney's Version,Comedy,2010,2010.8210382513662
1660,62616646,22.975918,30000000,Runner Runner,Crime,2013,2013.7322404371585
1661,18195610,8.359599000000001,30000000,Antitrust,Action,2001,2001.032786885246
1662,26828365,16.102271,18000000,Glory,War,1989,1989.957650273224
1668,35078241,8.386432000000001,30000000,Miss Potter,Drama,2006,2006.9248633879781
1670,480314,12.790408,21000000,DOA: Dead or Alive,Adventure,2006,2006.6857923497269
1671,14711793,35.53352,30000000,The Assassination of Jesse James by the Coward Robert Ford,Action,2007,2007.672131147541
1672,108348,4.065212,30000000,辛亥革命,Adventure,2011,2011.5081967213114
1675,2527904,13.268935999999998,30000000,Machine Gun Preacher,Action,2011,2011.7295081967213
1682,140752617,66.242737,19000000,Sausage Party,Adventure,2016,2016.5300546448088
1683,287506194,71.496894,29000000,Pitch Perfect 2,Comedy,2015,2015.3524590163934
1684,186438883,35.580032,28000000,Walk the Line,Drama,2005,2005.7021857923498
1685,37036004,8.085872,30000000,Keeping the Faith,Comedy,2000,2000.2882513661202
1688,33013805,18.165957000000002,30000000,Confessions of a Dangerous Mind,Comedy,2002,2002.9986338797814
1689,16930185,8.93941,29000000,Serving Sara,Comedy,2002,2002.6379781420765
1690,78636257,20.55509,29000000,The Boss,Comedy,2016,2016.26912568306
1693,24829644,12.653831,12000000,Seed of Chucky,Drama,2004,2004.863387978142
1694,21126225,24.240361,29000000,The Jacket,Drama,2005,2005.1775956284155
1695,504050219,92.98200899999999,28000000,Aladdin,Animation,1992,1992.9016393442623
1696,201634991,61.762330000000006,28000000,Straight Outta Compton,Drama,2015,2015.6188524590164
1697,333000000,66.976776,28000000,Indiana Jones and the Temple of Doom,Adventure,1984,1984.3961748633878
1698,100491683,7.981116,30000000,The Rugrats Movie,Animation,1998,1998.8879781420765
1699,105178561,21.252797,60000000,Along Came a Spider,Crime,2001,2001.266393442623
1700,48902953,19.237254,29000000,Florence Foster Jenkins,Comedy,2016,2016.3497267759562
1701,98185582,27.555646000000003,29000000,Once Upon a Time in Mexico,Action,2003,2003.6967213114756
1702,140767956,66.169628,28000000,Die Hard,Action,1988,1988.5409836065573
1703,92380927,24.917665,28000000,Role Models,Comedy,2008,2008.0915300546446
1704,133346506,57.518471999999996,28000000,The Big Short,Comedy,2015,2015.9467213114756
1706,64445708,7.534003,28000000,Miracle,Drama,2004,2004.0997267759562
1707,102356381,44.529429,28000000,Dawn of the Dead,Fantasy,2004,2004.2185792349728
1708,94728529,14.949395,35000000,The Wedding Planner,Comedy,2001,2001.0710382513662
1709,17137302,14.726338,30000000,キャプテンハーロック,Animation,2013,2013.6857923497269
1710,71441250,24.13081,21000000,The Royal Tenenbaums,Comedy,2001,2001.7636612021859
1711,90259536,45.915165,30000000,Identity,Mystery,2003,2003.318306010929
1712,134402450,28.043508000000003,28000000,Last Vegas,Comedy,2013,2013.8346994535518
1713,195312802,26.090746,28000000,For Your Eyes Only,Adventure,1981,1981.4795081967213
1714,77516304,14.530803,28000000,Serendipity,Comedy,2001,2001.7636612021859
1715,101646581,13.308126999999999,27000000,Timecop,Thriller,1994,1994.707650273224
1716,60780981,38.0958,28000000,Zoolander,Comedy,2001,2001.7431693989072
1717,97594140,37.729059,28000000,Safe Haven,Romance,2013,2013.1024590163934
1718,39514713,18.650748,28000000,Hocus Pocus,Comedy,1993,1993.5437158469945
1719,92601050,15.794946,28000000,No Reservations,Comedy,2007,2007.568306010929
1720,96188903,45.054936,28000000,Kick-Ass,Action,2010,2010.2267759562842
1721,40547440,25.039382999999997,28000000,30 Minutes or Less,Action,2011,2011.613387978142
1722,33000337,6.7567710000000005,28000000,Dracula 2000,Thriller,2000,2000.9767759562842
1723,100654149,22.14595,28000000,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Family,2014,2014.7718579234972
1724,121147947,36.58383,28000000,Pride & Prejudice,Drama,2005,2005.7103825136612
1725,33139618,94.05613100000001,28000000,Blade Runner,Science Fiction,1982,1982.4849726775958
1726,31596911,10.703456,28000000,Rob Roy,Adventure,1995,1995.285519125683
1727,52597999,41.638961,28000000,3 Days to Kill,Action,2014,2014.1215846994535
1728,54926886,14.518707999999998,21000000,We Own the Night,Drama,2007,2007.4016393442623
1730,20217080,3.75074,35866397,Le peuple migrateur,Documentary,2001,2001.9494535519127
1731,38159905,22.074306,28000000,Just My Luck,Comedy,2006,2006.3661202185792
1732,8888143,4.436792,28000000,"Mystery, Alaska",Drama,1999,1999.7527322404371
1733,45236543,14.639323999999998,28000000,The Spy Next Door,Action,2010,2010.0409836065573
1734,8345056,1.767479,28000000,A Simple Wish,Adventure,1997,1997.5300546448088
1735,14010832,13.145204999999999,28000000,Ghosts of Mars,Action,2001,2001.648907103825
1736,7002261,12.921594,28000000,Our Brand Is Crisis,Comedy,2015,2015.6967213114756
1737,16374328,28.397047999999998,28000000,Pride and Prejudice and Zombies,Romance,2016,2016.094262295082
1738,5684789,7.039189,28000000,Kundun,Drama,1997,1997.9849726775958
1739,17286299,16.785866,27000000,How to Lose Friends & Alienate People,Comedy,2008,2008.7554644808743
1740,60700000,40.28635,28000000,Kick-Ass 2,Action,2013,2013.5464480874316
1741,23321954,6.009644000000001,24000000,Alatriste,Action,2006,2006.6693989071039
1742,68896829,25.520976,28000000,Brick Mansions,Action,2014,2014.3101092896175
1743,187500000,25.633663000000002,27500000,Octopussy,Adventure,1983,1983.4303278688526
1744,219076518,22.527210999999998,30000000,Knocked Up,Comedy,2007,2007.4193989071039
1745,95714875,24.091520000000003,30000000,My Sister's Keeper,Drama,2009,2009.487704918033
1746,43650785,6.248273,35000000,Welcome Home Roscoe Jenkins,Comedy,2008,2008.1051912568305
1747,27187653,9.548391,8000000,A Passage to India,Drama,1984,1984.954918032787
1748,49469904,12.576381,15000000,Notes on a Scandal,Drama,2006,2006.9849726775958
1749,24748670,12.741073,27500000,Rendition,Drama,2007,2007.6857923497269
1750,96900000,16.188572,27000000,Star Trek VI: The Undiscovered Country,Science Fiction,1991,1991.9303278688526
1752,60527873,18.913,27000000,Kiss the Girls,Drama,1997,1997.7581967213114
1753,115229890,44.714264,27000000,The Blues Brothers,Music,1980,1980.4631147540983
1754,44352417,11.870301,27000000,The Sisterhood of the Traveling Pants 2,Adventure,2008,2008.5997267759562
1756,129000000,28.227984000000003,27000000,About a Boy,Drama,2002,2002.3210382513662
1757,56870414,11.678561,27000000,Lake Placid,Horror,1999,1999.5409836065573
1758,56308881,36.921445,27000000,Lucky Number Slevin,Drama,2006,2006.148907103825
1759,21500000,17.567332,27000000,The Right Stuff,Drama,1983,1983.8046448087432
1760,15395087,16.698316000000002,30000000,Anonymous,Drama,2011,2011.8073770491803
1761,20158808,47.862016,27000000,The Neverending Story,Drama,1984,1984.2636612021859
1762,27200316,39.324831,27000000,Dark City,Mystery,1998,1998.1571038251366
1764,11137801,5.650125,25000000,Return to Oz,Adventure,1985,1985.474043715847
1765,76000000,3.123583,27000000,The Newton Boys,Crime,1998,1998.237704918033
1766,29000000,23.917982000000002,27000000,Case 39,Horror,2009,2009.6188524590164
1767,13000000,8.715822,27000000,Suspect Zero,Crime,2004,2004.6571038251366
1769,85564310,14.788073,27000000,Spy Kids: All the Time in the World,Family,2011,2011.6325136612022
1770,93282604,38.279458,27000000,Money Monster,Thriller,2016,2016.3661202185792
1773,21148829,17.193659,27000000,Mindhunters,Mystery,2004,2004.3524590163934
1774,6673422,8.31653,25000000,What Just Happened,Comedy,2008,2008.7964480874316
1777,183293131,31.250383000000003,26000000,Paul Blart: Mall Cop,Action,2009,2009.0409836065573
1778,110230332,24.345651,26000000,Freaky Friday,Comedy,2003,2003.5915300546446
1779,109449237,38.473732,26000000,The 40 Year Old Virgin,Comedy,2005,2005.613387978142
1780,289317794,31.792964,25000000,Shakespeare in Love,Romance,1998,1998.9467213114756
1781,53181600,61.309619,28000000,A Walk Among the Tombstones,Crime,2014,2014.7158469945357
1782,201957688,5.411154,15000000,Kindergarten Cop,Comedy,1990,1990.974043715847
1783,101624843,41.832392,27000000,Pineapple Express,Action,2008,2008.5997267759562
1784,65705772,21.988861,26000000,EverAfter,Drama,1998,1998.5846994535518
1785,68296293,19.068175,22000000,Open Range,Western,2003,2003.6625683060108
1786,61489265,24.114459,26000000,Flatliners,Drama,1990,1990.6079234972676
1787,50750000,20.256570999999997,22000000,A Bridge Too Far,Drama,1977,1977.457650273224
1788,57891803,8.802626,26000000,Red Eye,Horror,2005,2005.594262295082
1789,90426405,37.355826,26000000,Final Destination 2,Horror,2003,2003.0846994535518
1790,71868327,39.742009,26000000,"O Brother, Where Art Thou?",Action,2000,2000.665300546448
1791,67918658,30.981603999999997,26000000,Legion,Horror,2010,2010.0573770491803
1792,86175291,31.893932,25000000,Pain & Gain,Thriller,2013,2013.299180327869
1794,38793283,5.894163,26000000,Clockstoppers,Adventure,2002,2002.2131147540983
1796,43318349,22.07638,26000000,Brothers,Drama,2009,2009.0737704918033
1797,28818995,10.925618,26000000,Agent Cody Banks 2: Destination London,Comedy,2004,2004.9248633879781
1798,142044638,21.219292000000003,56000000,New Year's Eve,Comedy,2011,2011.938524590164
1799,35402320,14.831401999999999,42000000,Original Sin,Drama,2001,2001.5915300546446
1800,29657751,22.520842000000002,26000000,The Raven,Crime,2012,2012.191256830601
1801,14000000,3.3140940000000003,30000000,Welcome to Mooseport,Comedy,2004,2004.148907103825
1802,36800000,7.9644509999999995,26000000,Highlander III: The Sorcerer,Action,1994,1994.9125683060108
1807,20080020,4.475007,25530000,Flipper,Adventure,1996,1996.3797814207649
1808,30523226,66.097437,26000000,Self/less,Science Fiction,2015,2015.5273224043715
1809,82466670,20.679651999999997,25000000,The Constant Gardener,Drama,2005,2005.668032786885
1810,611899420,38.171417,30000000,The Passion of the Christ,Drama,2004,2004.1516393442623
1811,441286195,30.884534999999996,25000000,Mrs. Doubtfire,Comedy,1993,1993.898907103825
1812,412800000,49.510658,25000000,Rain Man,Drama,1988,1988.9467213114756
1813,269958228,50.7453,33000000,Gran Torino,Drama,2008,2008.941256830601
1814,29506464,10.445391,25100000,W.,Drama,2008,2008.7964480874316
1815,226830568,80.879032,25000000,Taken,Action,2008,2008.1325136612022
1816,35926213,33.93914,26000000,The Best of Me,Drama,2014,2014.7937158469945
1817,411006740,26.576385,25000000,The Bodyguard,Thriller,1992,1992.9016393442623
1818,321365567,104.469351,22000000,Schindler's List,Drama,1993,1993.9125683060108
1819,124272124,42.191509,25000000,The Help,Drama,2011,2011.6079234972676
1820,8555008,20.267062,28000000,The Fifth Estate,Drama,2013,2013.7800546448088
1823,114908830,26.69592,30000000,Freddy vs. Jason,Horror,2003,2003.6243169398906
1825,80936232,12.739721000000001,25000000,Jimmy Neutron: Boy Genius,Action,2001,2001.974043715847
1826,170764026,46.942396,25000000,Cloverfield,Action,2008,2008.0409836065573
1827,78000000,15.505137,25000000,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Science Fiction,1991,1991.2267759562842
1828,76270454,38.272889,25000000,The Untouchables,Crime,1987,1987.422131147541
1829,171600000,53.645267000000004,25000000,No Country for Old Men,Crime,2007,2007.8551912568305
1830,153997819,28.468000000000004,25000000,Ride Along,Action,2014,2014.01912568306
1831,281929795,35.310712,25000000,Bridget Jones's Diary,Comedy,2001,2001.285519125683
1832,152500343,28.727731,25000000,Chocolat,Comedy,2000,2000.954918032787
1833,124914842,4.340616000000001,45000000,"Legally Blonde 2: Red, White & Blonde",Comedy,2003,2003.5054644808743
1834,119772232,14.604910999999998,25000000,Parental Guidance,Comedy,2012,2012.9849726775958
1835,147780440,38.688821999999995,25000000,No Strings Attached,Comedy,2011,2011.0573770491803
1836,56505065,30.537845,25000000,Tombstone,Action,1993,1993.9849726775958
1837,91036760,19.750059,25000000,Romeo Must Die,Action,2000,2000.22131147541
1838,60922980,25.939385,2800000,The Omen,Horror,1976,1976.4330601092897
1839,117719158,31.64341,25000000,Final Destination 3,Horror,2006,2006.1106557377047
1840,99357138,26.811541,25000000,The Lucky One,Drama,2012,2012.301912568306
1841,137587063,40.646102,60000000,Bridge to Terabithia,Adventure,2007,2007.1270491803277
1842,116766556,34.160447999999995,25000000,Finding Neverland,Drama,2004,2004.7964480874316
1844,77278331,48.552871,25000000,The Grey,Action,2012,2012.0710382513662
1845,122644820,18.228538,25000000,Hide and Seek,Horror,2005,2005.0737704918033
1846,90574188,29.342744,26000000,Anchorman: The Legend of Ron Burgundy,Comedy,2004,2004.5245901639344
1847,46836394,63.65424399999999,25000000,GoodFellas,Drama,1990,1990.6994535519127
1848,58795814,11.859396,28000000,Agent Cody Banks,Action,2003,2003.204918032787
1849,122489822,24.356482999999997,25000000,Nanny McPhee,Fantasy,2005,2005.8073770491803
1850,65884703,70.105981,25000000,Scarface,Action,1983,1983.938524590164
1852,43984230,21.189028,23000000,The Last Emperor,Drama,1987,1987.8073770491803
1853,63100000,31.364901,25000000,Contraband,Thriller,2012,2012.032786885246
1855,77208711,37.817904999999996,25000000,There Will Be Blood,Drama,2007,2007.9931693989072
1858,41604473,6.086083,25000000,Undercover Brother,Action,2002,2002.418032786885
1859,39053061,17.17372,25000000,The Sisterhood of the Traveling Pants,Drama,2005,2005.4193989071039
1860,64437847,16.936576000000002,25000000,Kiss of the Dragon,Action,2001,2001.516393442623
1861,70442940,25.838073,25000000,The House Bunny,Romance,2008,2008.6434426229507
1862,36351350,5.625632,25000000,Beauty Shop,Comedy,2005,2005.422131147541
1863,38307627,17.312433,25000000,Million Dollar Arm,Drama,2014,2014.3579234972676
1864,66980456,53.811461,25000000,The Giver,Drama,2014,2014.613387978142
1866,63102666,19.045146,17000000,Jeepers Creepers 2,Horror,2003,2003.6051912568305
1867,59192128,21.729434,25000000,Good Luck Chuck,Comedy,2007,2007.724043715847
1868,56489558,12.837116,25000000,Cradle 2 the Grave,Action,2003,2003.1598360655737
1869,41597830,20.953265,25000000,The Hours,Drama,2002,2002.99043715847
1870,33889159,10.81439,20000000,She's the Man,Comedy,2006,2006.2131147540983
1871,229736344,27.683874,25000000,Mr. Bean's Holiday,Family,2007,2007.2267759562842
1872,70992898,9.855474000000001,20000000,Anacondas: The Hunt for the Blood Orchid,Adventure,2004,2004.6543715846994
1873,2415472,12.756344,25500000,Blood Ties,Thriller,2013,2013.6434426229507
1874,66122026,29.533437,25000000,August Rush,Drama,2007,2007.8907103825136
1875,82150642,14.179538,30000000,Elizabeth,Drama,1998,1998.7021857923498
1876,50671850,14.340095000000002,25000000,Bride of Chucky,Horror,1998,1998.7937158469945
1877,29548291,9.795985,25485000,Tora! Tora! Tora!,History,1970,1970.0710382513662
1878,100000000,6.889436999999999,25000000,Spice World,Adventure,1997,1997.9685792349728
1879,34942188,19.428994,25000000,The Sitter,Comedy,2011,2011.941256830601
1881,28341469,136.747729,25000000,The Shawshank Redemption,Drama,1994,1994.7295081967213
1882,39438674,6.081772,21150000,Crocodile Dundee in Los Angeles,Adventure,2001,2001.282786885246
1883,25023434,17.329269,27000000,Kingpin,Comedy,1996,1996.5109289617487
1884,39171130,22.622453,25000000,The Gambler,Thriller,2014,2014.9849726775958
1885,74188937,20.561682,25000000,August: Osage County,Comedy,2013,2013.987704918033
1886,27645491,13.288177,25000000,Ice Princess,Drama,2005,2005.2131147540983
1887,42886719,19.212552,30000000,A Lot Like Love,Comedy,2005,2005.3101092896175
1888,46152800,29.365851,23000000,Eddie the Eagle,Comedy,2016,2016.1543715846994
1889,21567853,10.232599,25000000,He Got Game,Drama,1998,1998.3360655737704
1890,22200000,8.870614,25000000,Don Juan DeMarco,Romance,1994,1994.7527322404371
1891,114977104,19.402816,25000000,Dear John,Drama,2010,2010.094262295082
1892,23580000,24.903418,25000000,The Losers,Action,2010,2010.3128415300546
1893,36993168,14.562197,25000000,Don't Be Afraid of the Dark,Fantasy,2010,2010.8497267759562
1894,40452643,18.896239,25000000,War,Action,2007,2007.648907103825
1895,17000000,15.960916000000001,25000000,Punch-Drunk Love,Comedy,2002,2002.818306010929
1896,20796847,25.848003,25000000,EuroTrip,Comedy,2004,2004.1379781420765
1901,15431177,7.538513000000001,25000000,The Greatest Game Ever Played,Drama,2005,2005.7486338797814
1902,33333531,21.606001000000003,30000000,The Box,Thriller,2009,2009.7131147540983
1904,24362772,3.7075110000000002,25000000,The Next Best Thing,Comedy,2000,2000.1748633879781
1905,19829957,7.001175999999999,25000000,My Soul to Take,Drama,2010,2010.7718579234972
1906,30411183,39.784026000000004,25000000,The Girl Next Door,Comedy,2004,2004.2745901639344
1907,51702483,10.115011,25000000,Maximum Risk,Action,1996,1996.7021857923498
1909,42972994,32.854557,25000000,Legend,Crime,2015,2015.691256830601
1911,10126458,8.363702,28000000,Shark Night,Horror,2011,2011.672131147541
1913,28831145,14.17009,25000000,Draft Day,Drama,2014,2014.2800546448088
1915,15478800,9.169271,25000000,The Conspirator,Crime,2010,2010.6939890710382
1916,13411957,8.127728,25000000,Lords of Dogtown,Drama,2005,2005.4248633879781
1917,24902723,10.699952,25000000,The 33,Drama,2015,2015.5997267759562
1918,11000000,29.796394,25000000,Big Trouble in Little China,Action,1986,1986.415300546448
1920,23057115,51.915025,25000000,Warrior,Action,2011,2011.691256830601
1921,16900000,8.314624,28000000,Michael Collins,Drama,1996,1996.818306010929
1923,11207130,4.002579,25000000,Stop-Loss,Drama,2008,2008.2431693989072
1924,10719357,3.888776,25000000,Abandon,Drama,2002,2002.7882513661202
1925,13000000,7.296459,25000000,Brokedown Palace,Drama,1999,1999.6188524590164
1926,85446075,21.680424,14000000,The Possession,Horror,2012,2012.665300546448
1927,10070000,7.946769000000001,25000000,Mrs. Winterbourne,Comedy,1996,1996.301912568306
1928,10324441,7.473455,25000000,Straw Dogs,Drama,2011,2011.7103825136612
1929,11772461,5.073536,25000000,The Hoax,Comedy,2006,2006.7882513661202
1931,27635305,41.075532,32000000,The Road,Adventure,2009,2009.9016393442623
1932,5778353,4.020194,25000000,Sheena,Action,1984,1984.6297814207649
1936,4064495,8.186936,25000000,Tank Girl,Action,1995,1995.2513661202186
1938,19844979,17.603823000000002,25000000,Blindness,Drama,2008,2008.3715846994535
1939,2405420,7.008216,25000000,BloodRayne,Action,2005,2005.8101092896175
1940,27603069,20.011435000000002,25000000,Carnage,Comedy,2011,2011.7103825136612
1943,777423,3.849873,25000000,Without Limits,Drama,1998,1998.6967213114756
1944,2336172,3.593165,25000000,Me and Orson Welles,Comedy,2009,2009.9016393442623
1945,19255873,30.058263,13500000,La migliore offerta,Drama,2013,2013.0027322404371
1946,10589102,17.339852,25000000,The Bad Lieutenant: Port of Call - New Orleans,Drama,2009,2009.6967213114756
1948,48531470,15.279020999999998,25000000,Les petits mouchoirs,Comedy,2010,2010.8046448087432
1951,6500000,5.753564,25000000,Белка и Стрелка. Звёздные собаки,Family,2010,2010.2158469945357
1952,71009334,35.022028999999996,25000000,The Counselor,Thriller,2013,2013.818306010929
1954,3052000,1.8947490000000002,25000000,Waterloo,History,1970,1970.8210382513662
1957,34670720,14.480628,14000000,Dangerous Liaisons,Drama,1988,1988.9603825136612
1958,8784318,14.613152,25000000,On the Road,Adventure,2012,2012.3934426229507
1959,133000000,22.258428,24000000,Star Trek IV: The Voyage Home,Science Fiction,1986,1986.9016393442623
1960,155721132,30.445257,24000000,Rocky Balboa,Drama,2006,2006.97131147541
1961,172363301,35.244037,24000000,Scream 2,Horror,1997,1997.941256830601
1962,1397284,15.333575,25000000,Jane Got a Gun,Action,2016,2016.0027322404371
1963,70181428,15.237142,24000000,Think Like a Man Too,Comedy,2014,2014.47131147541
1964,106371651,23.441135,41300000,The Whole Nine Yards,Comedy,2000,2000.1325136612022
1965,80035402,25.03414,8200000,Footloose,Drama,1984,1984.1297814207649
1966,87055349,24.70166,24000000,Old School,Comedy,2003,2003.1407103825136
1967,41895491,16.146572,24000000,The Fisher King,Comedy,1991,1991.691256830601
1968,40002112,20.793026,65000000,I Still Know What You Did Last Summer,Horror,1998,1998.8688524590164
1969,36609995,5.771479,24000000,Return to Me,Romance,2000,2000.26912568306
1970,42105111,27.326465999999996,24000000,Zack and Miri Make a Porno,Comedy,2008,2008.7158469945357
1972,68729358,20.69219,24000000,The Men Who Stare at Goats,Comedy,2009,2009.7964480874316
1975,16980098,7.701041,17000000,Win a Date with Tad Hamilton!,Comedy,2004,2004.0628415300546
1976,16290976,6.589192999999999,24000000,Muppets from Space,Fantasy,1999,1999.5382513661202
1977,21049053,2.753313,24000000,The Wiz,Adventure,1978,1978.8155737704917
1978,12372410,3.113009,24000000,Ready to Rumble,Action,2000,2000.26912568306
1979,8434146,5.566203,24000000,Play It to the Bone,Comedy,1999,1999.9849726775958
1980,30551495,8.630825,24000000,I Don't Know How She Does It,Romance,2011,2011.7103825136612
1981,83188165,23.343839000000003,24000000,Piranha 3D,Comedy,2010,2010.6379781420765
1983,4562146,2.353441,24000000,Meet the Deedles,Animation,1998,1998.24043715847
1984,669276,2.439184,28000000,The Thief and the Cobbler,Adventure,1993,1993.7295081967213
1986,23081726,26.324873999999998,24000000,Faster,Crime,2010,2010.8961748633878
1987,234710455,49.549984,24000000,ハウルの動く城,Fantasy,2004,2004.8852459016393
1988,102391382,57.300674,23600000,Zombieland,Comedy,2009,2009.76912568306
1989,185991646,23.839126999999998,23000000,The Waterboy,Comedy,1998,1998.8497267759562
1990,538400000,78.51783,18000000,The Empire Strikes Back,Adventure,1980,1980.3797814207649
1991,141407024,33.872182,19000000,Bad Boys,Action,1995,1995.26912568306
1992,86930411,27.332559999999997,23000000,The Naked Gun 2½: The Smell of Fear,Comedy,1991,1991.4931693989072
1993,53302314,38.799596,23000000,Final Destination,Horror,2000,2000.2103825136612
1994,75993061,20.317469,12500000,The Ides of March,Drama,2011,2011.7322404371585
1995,53187659,18.493202,23000000,Pitch Black,Thriller,2000,2000.1325136612022
1997,47351251,53.682367000000006,23000000,Her,Romance,2013,2013.9658469945357
1998,36642838,11.183197,23000000,Joy Ride,Mystery,2001,2001.7636612021859
1999,6399,8.842722,25000000,The Adventurer: The Curse of the Midas Box,Fantasy,2013,2013.9303278688526
2000,18653615,8.976738000000001,23000000,Anywhere But Here,Drama,1999,1999.8661202185792
2002,33372606,26.257951000000002,23000000,Haywire,Action,2011,2011.8497267759562
2003,51881013,12.777008,23000000,Jaws: The Revenge,Adventure,1987,1987.5464480874316
2006,10827816,6.921263000000001,23000000,The End of the Affair,Drama,1999,1999.9248633879781
2007,7434726,12.869436,23000000,Harley Davidson and the Marlboro Man,Action,1991,1991.6461748633878
2008,29541790,15.676123,23000000,In the Valley of Elah,History,2007,2007.668032786885
2011,9366227,5.494047,23000000,Chéri,Drama,2009,2009.1106557377047
2012,16123851,6.618149000000001,23000000,Vanity Fair,Drama,2004,2004.6693989071039
2013,5837674,7.876883,23000000,十月圍城,Drama,2009,2009.9658469945357
2014,94679598,35.169779,25000000,1408,Horror,2007,2007.532786885246
2015,38119483,39.890798,22700000,Spaceballs,Comedy,1987,1987.4822404371585
2016,15520023,22.096286,22500000,The Water Diviner,War,2014,2014.9849726775958
2017,505000000,41.967005,22000000,Ghost,Fantasy,1990,1990.532786885246
2018,369884651,57.110486,23000000,There's Something About Mary,Romance,1998,1998.5409836065573
2019,189833357,16.234053,22000000,The Santa Clause,Fantasy,1994,1994.8606557377047
2020,75597042,11.263361,20000000,The Rookie,Drama,2002,2002.2349726775958
2021,147880543,20.699212,22000000,The Game Plan,Comedy,2007,2007.7431693989072
2022,182016617,17.606087,24000000,The Bridges of Madison County,Drama,1995,1995.4098360655737
