,genres,norm_per_year,production_companies,total_films,year
2311,Thriller,0.0,Walt Disney Pictures,0,1995
732,Thriller,0.2,Warner Bros.,3,1995
2382,War,0.0,Columbia Pictures,0,1995
2386,War,0.0,Metro-Goldwyn-Mayer (MGM),0,1995
2385,War,0.0,New Line Cinema,0,1995
2384,War,0.0,Paramount Pictures,0,1995
2388,War,0.0,Relativity Media,0,1995
2389,War,0.0,Touchstone Pictures,0,1995
2380,War,0.0,Twentieth Century Fox Film Corporation,0,1995
2387,War,0.0,Universal Pictures,0,1995
2381,War,0.0,Walt Disney Pictures,0,1995
2383,War,0.0,Warner Bros.,0,1995
2332,Western,0.0,Columbia Pictures,0,1995
2336,Western,0.0,Metro-Goldwyn-Mayer (MGM),0,1995
2335,Western,0.0,New Line Cinema,0,1995
2334,Western,0.0,Paramount Pictures,0,1995
2338,Western,0.0,Relativity Media,0,1995
2339,Western,0.0,Touchstone Pictures,0,1995
2330,Western,0.0,Twentieth Century Fox Film Corporation,0,1995
2337,Western,0.0,Universal Pictures,0,1995
2331,Western,0.0,Walt Disney Pictures,0,1995
2333,Western,0.0,Warner Bros.,0,1995
733,Action,0.05555555555555555,Columbia Pictures,1,1996
741,Action,0.05555555555555555,Metro-Goldwyn-Mayer (MGM),1,1996
744,Action,0.1111111111111111,New Line Cinema,2,1996
754,Action,0.2222222222222222,Paramount Pictures,4,1996
3308,Action,0.0,Relativity Media,0,1996
762,Action,0.05555555555555555,Touchstone Pictures,1,1996
768,Action,0.16666666666666666,Twentieth Century Fox Film Corporation,3,1996
776,Action,0.1111111111111111,Universal Pictures,2,1996
3301,Action,0.0,Walt Disney Pictures,0,1996
787,Action,0.2222222222222222,Warner Bros.,4,1996
734,Adventure,0.07692307692307693,Columbia Pictures,1,1996
3316,Adventure,0.0,Metro-Goldwyn-Mayer (MGM),0,1996
3315,Adventure,0.0,New Line Cinema,0,1996
755,Adventure,0.3076923076923077,Paramount Pictures,4,1996
3318,Adventure,0.0,Relativity Media,0,1996
3319,Adventure,0.0,Touchstone Pictures,0,1996
769,Adventure,0.15384615384615385,Twentieth Century Fox Film Corporation,2,1996
777,Adventure,0.23076923076923078,Universal Pictures,3,1996
3311,Adventure,0.0,Walt Disney Pictures,0,1996
788,Adventure,0.23076923076923078,Warner Bros.,3,1996
3402,Comedy,0.0,Columbia Pictures,0,1996
742,Comedy,0.14285714285714285,Metro-Goldwyn-Mayer (MGM),2,1996
745,Comedy,0.14285714285714285,New Line Cinema,2,1996
756,Comedy,0.14285714285714285,Paramount Pictures,2,1996
3408,Comedy,0.0,Relativity Media,0,1996
3409,Comedy,0.0,Touchstone Pictures,0,1996
770,Comedy,0.14285714285714285,Twentieth Century Fox Film Corporation,2,1996
778,Comedy,0.21428571428571427,Universal Pictures,3,1996
3401,Comedy,0.0,Walt Disney Pictures,0,1996
789,Comedy,0.21428571428571427,Warner Bros.,3,1996
735,Crime,0.125,Columbia Pictures,1,1996
3346,Crime,0.0,Metro-Goldwyn-Mayer (MGM),0,1996
746,Crime,0.5,New Line Cinema,4,1996
3344,Crime,0.0,Paramount Pictures,0,1996
3348,Crime,0.0,Relativity Media,0,1996
3349,Crime,0.0,Touchstone Pictures,0,1996
3340,Crime,0.0,Twentieth Century Fox Film Corporation,0,1996
3347,Crime,0.0,Universal Pictures,0,1996
3341,Crime,0.0,Walt Disney Pictures,0,1996
790,Crime,0.375,Warner Bros.,3,1996
736,Drama,0.2222222222222222,Columbia Pictures,6,1996
3356,Drama,0.0,Metro-Goldwyn-Mayer (MGM),0,1996
747,Drama,0.07407407407407407,New Line Cinema,2,1996
757,Drama,0.07407407407407407,Paramount Pictures,2,1996
3358,Drama,0.0,Relativity Media,0,1996
763,Drama,0.07407407407407407,Touchstone Pictures,2,1996
771,Drama,0.14814814814814814,Twentieth Century Fox Film Corporation,4,1996
779,Drama,0.037037037037037035,Universal Pictures,1,1996
785,Drama,0.037037037037037035,Walt Disney Pictures,1,1996
791,Drama,0.3333333333333333,Warner Bros.,9,1996
3372,Family,0.0,Columbia Pictures,0,1996
3376,Family,0.0,Metro-Goldwyn-Mayer (MGM),0,1996
748,Family,0.14285714285714285,New Line Cinema,1,1996
758,Family,0.14285714285714285,Paramount Pictures,1,1996
3378,Family,0.0,Relativity Media,0,1996
3379,Family,0.0,Touchstone Pictures,0,1996
772,Family,0.14285714285714285,Twentieth Century Fox Film Corporation,1,1996
780,Family,0.2857142857142857,Universal Pictures,2,1996
786,Family,0.14285714285714285,Walt Disney Pictures,1,1996
792,Family,0.14285714285714285,Warner Bros.,1,1996
737,Fantasy,0.14285714285714285,Columbia Pictures,1,1996
3326,Fantasy,0.0,Metro-Goldwyn-Mayer (MGM),0,1996
749,Fantasy,0.2857142857142857,New Line Cinema,2,1996
3324,Fantasy,0.0,Paramount Pictures,0,1996
3328,Fantasy,0.0,Relativity Media,0,1996
764,Fantasy,0.14285714285714285,Touchstone Pictures,1,1996
3320,Fantasy,0.0,Twentieth Century Fox Film Corporation,0,1996
781,Fantasy,0.2857142857142857,Universal Pictures,2,1996
3321,Fantasy,0.0,Walt Disney Pictures,0,1996
793,Fantasy,0.14285714285714285,Warner Bros.,1,1996
738,History,1.0,Columbia Pictures,1,1996
3426,History,0.0,Metro-Goldwyn-Mayer (MGM),0,1996
3425,History,0.0,New Line Cinema,0,1996
3424,History,0.0,Paramount Pictures,0,1996
3428,History,0.0,Relativity Media,0,1996
3429,History,0.0,Touchstone Pictures,0,1996
3420,History,0.0,Twentieth Century Fox Film Corporation,0,1996
3427,History,0.0,Universal Pictures,0,1996
3421,History,0.0,Walt Disney Pictures,0,1996
3423,History,0.0,Warner Bros.,0,1996
739,Horror,0.3333333333333333,Columbia Pictures,1,1996
3416,Horror,0.0,Metro-Goldwyn-Mayer (MGM),0,1996
750,Horror,0.3333333333333333,New Line Cinema,1,1996
759,Horror,0.3333333333333333,Paramount Pictures,1,1996
3418,Horror,0.0,Relativity Media,0,1996
3419,Horror,0.0,Touchstone Pictures,0,1996
3410,Horror,0.0,Twentieth Century Fox Film Corporation,0,1996
3417,Horror,0.0,Universal Pictures,0,1996
3411,Horror,0.0,Walt Disney Pictures,0,1996
3413,Horror,0.0,Warner Bros.,0,1996
3442,Music,0.0,Columbia Pictures,0,1996
3446,Music,0.0,Metro-Goldwyn-Mayer (MGM),0,1996
3445,Music,0.0,New Line Cinema,0,1996
3444,Music,0.0,Paramount Pictures,0,1996
3448,Music,0.0,Relativity Media,0,1996
3449,Music,0.0,Touchstone Pictures,0,1996
3440,Music,0.0,Twentieth Century Fox Film Corporation,0,1996
3447,Music,0.0,Universal Pictures,0,1996
3441,Music,0.0,Walt Disney Pictures,0,1996
3443,Music,0.0,Warner Bros.,0,1996
3392,Romance,0.0,Columbia Pictures,0,1996
3396,Romance,0.0,Metro-Goldwyn-Mayer (MGM),0,1996
751,Romance,0.16666666666666666,New Line Cinema,1,1996
3394,Romance,0.0,Paramount Pictures,0,1996
3398,Romance,0.0,Relativity Media,0,1996
765,Romance,0.3333333333333333,Touchstone Pictures,2,1996
773,Romance,0.16666666666666666,Twentieth Century Fox Film Corporation,1,1996
782,Romance,0.16666666666666666,Universal Pictures,1,1996
3391,Romance,0.0,Walt Disney Pictures,0,1996
794,Romance,0.16666666666666666,Warner Bros.,1,1996
3332,Science Fiction,0.0,Columbia Pictures,0,1996
3336,Science Fiction,0.0,Metro-Goldwyn-Mayer (MGM),0,1996
752,Science Fiction,0.14285714285714285,New Line Cinema,1,1996
760,Science Fiction,0.2857142857142857,Paramount Pictures,2,1996
3338,Science Fiction,0.0,Relativity Media,0,1996
766,Science Fiction,0.14285714285714285,Touchstone Pictures,1,1996
774,Science Fiction,0.2857142857142857,Twentieth Century Fox Film Corporation,2,1996
783,Science Fiction,0.14285714285714285,Universal Pictures,1,1996
3331,Science Fiction,0.0,Walt Disney Pictures,0,1996
3333,Science Fiction,0.0,Warner Bros.,0,1996
740,Thriller,0.21739130434782608,Columbia Pictures,5,1996
743,Thriller,0.043478260869565216,Metro-Goldwyn-Mayer (MGM),1,1996
753,Thriller,0.08695652173913043,New Line Cinema,2,1996
761,Thriller,0.21739130434782608,Paramount Pictures,5,1996
3368,Thriller,0.0,Relativity Media,0,1996
767,Thriller,0.043478260869565216,Touchstone Pictures,1,1996
775,Thriller,0.08695652173913043,Twentieth Century Fox Film Corporation,2,1996
784,Thriller,0.043478260869565216,Universal Pictures,1,1996
3361,Thriller,0.0,Walt Disney Pictures,0,1996
795,Thriller,0.2608695652173913,Warner Bros.,6,1996
3432,War,0.0,Columbia Pictures,0,1996
3436,War,0.0,Metro-Goldwyn-Mayer (MGM),0,1996
3435,War,0.0,New Line Cinema,0,1996
3434,War,0.0,Paramount Pictures,0,1996
3438,War,0.0,Relativity Media,0,1996
3439,War,0.0,Touchstone Pictures,0,1996
3430,War,0.0,Twentieth Century Fox Film Corporation,0,1996
3437,War,0.0,Universal Pictures,0,1996
3431,War,0.0,Walt Disney Pictures,0,1996
3433,War,0.0,Warner Bros.,0,1996
3382,Western,0.0,Columbia Pictures,0,1996
3386,Western,0.0,Metro-Goldwyn-Mayer (MGM),0,1996
3385,Western,0.0,New Line Cinema,0,1996
3384,Western,0.0,Paramount Pictures,0,1996
3388,Western,0.0,Relativity Media,0,1996
3389,Western,0.0,Touchstone Pictures,0,1996
3380,Western,0.0,Twentieth Century Fox Film Corporation,0,1996
3387,Western,0.0,Universal Pictures,0,1996
3381,Western,0.0,Walt Disney Pictures,0,1996
3383,Western,0.0,Warner Bros.,0,1996
796,Action,0.04,Columbia Pictures,1,1997
804,Action,0.08,Metro-Goldwyn-Mayer (MGM),2,1997
809,Action,0.12,New Line Cinema,3,1997
819,Action,0.16,Paramount Pictures,4,1997
1658,Action,0.0,Relativity Media,0,1997
828,Action,0.16,Touchstone Pictures,4,1997
835,Action,0.12,Twentieth Century Fox Film Corporation,3,1997
844,Action,0.12,Universal Pictures,3,1997
1651,Action,0.0,Walt Disney Pictures,0,1997
859,Action,0.2,Warner Bros.,5,1997
797,Adventure,0.06666666666666667,Columbia Pictures,1,1997
1666,Adventure,0.0,Metro-Goldwyn-Mayer (MGM),0,1997
810,Adventure,0.13333333333333333,New Line Cinema,2,1997
820,Adventure,0.13333333333333333,Paramount Pictures,2,1997
1668,Adventure,0.0,Relativity Media,0,1997
829,Adventure,0.13333333333333333,Touchstone Pictures,2,1997
836,Adventure,0.06666666666666667,Twentieth Century Fox Film Corporation,1,1997
845,Adventure,0.26666666666666666,Universal Pictures,4,1997
853,Adventure,0.06666666666666667,Walt Disney Pictures,1,1997
860,Adventure,0.13333333333333333,Warner Bros.,2,1997
1752,Comedy,0.0,Columbia Pictures,0,1997
1756,Comedy,0.0,Metro-Goldwyn-Mayer (MGM),0,1997
811,Comedy,0.3076923076923077,New Line Cinema,4,1997
821,Comedy,0.07692307692307693,Paramount Pictures,1,1997
1758,Comedy,0.0,Relativity Media,0,1997
830,Comedy,0.07692307692307693,Touchstone Pictures,1,1997
837,Comedy,0.07692307692307693,Twentieth Century Fox Film Corporation,1,1997
846,Comedy,0.15384615384615385,Universal Pictures,2,1997
854,Comedy,0.23076923076923078,Walt Disney Pictures,3,1997
861,Comedy,0.07692307692307693,Warner Bros.,1,1997
798,Crime,0.14285714285714285,Columbia Pictures,2,1997
805,Crime,0.07142857142857142,Metro-Goldwyn-Mayer (MGM),1,1997
812,Crime,0.07142857142857142,New Line Cinema,1,1997
822,Crime,0.21428571428571427,Paramount Pictures,3,1997
1698,Crime,0.0,Relativity Media,0,1997
831,Crime,0.14285714285714285,Touchstone Pictures,2,1997
1690,Crime,0.0,Twentieth Century Fox Film Corporation,0,1997
847,Crime,0.07142857142857142,Universal Pictures,1,1997
1691,Crime,0.0,Walt Disney Pictures,0,1997
862,Crime,0.2857142857142857,Warner Bros.,4,1997
799,Drama,0.1,Columbia Pictures,2,1997
1706,Drama,0.0,Metro-Goldwyn-Mayer (MGM),0,1997
813,Drama,0.15,New Line Cinema,3,1997
823,Drama,0.2,Paramount Pictures,4,1997
1708,Drama,0.0,Relativity Media,0,1997
832,Drama,0.05,Touchstone Pictures,1,1997
838,Drama,0.1,Twentieth Century Fox Film Corporation,2,1997
1707,Drama,0.0,Universal Pictures,0,1997
855,Drama,0.05,Walt Disney Pictures,1,1997
863,Drama,0.35,Warner Bros.,7,1997
1722,Family,0.0,Columbia Pictures,0,1997
806,Family,0.16666666666666666,Metro-Goldwyn-Mayer (MGM),1,1997
1725,Family,0.0,New Line Cinema,0,1997
1724,Family,0.0,Paramount Pictures,0,1997
1728,Family,0.0,Relativity Media,0,1997
1729,Family,0.0,Touchstone Pictures,0,1997
839,Family,0.16666666666666666,Twentieth Century Fox Film Corporation,1,1997
848,Family,0.16666666666666666,Universal Pictures,1,1997
856,Family,0.5,Walt Disney Pictures,3,1997
1723,Family,0.0,Warner Bros.,0,1997
800,Fantasy,0.16666666666666666,Columbia Pictures,1,1997
807,Fantasy,0.16666666666666666,Metro-Goldwyn-Mayer (MGM),1,1997
814,Fantasy,0.3333333333333333,New Line Cinema,2,1997
1674,Fantasy,0.0,Paramount Pictures,0,1997
1678,Fantasy,0.0,Relativity Media,0,1997
1679,Fantasy,0.0,Touchstone Pictures,0,1997
1670,Fantasy,0.0,Twentieth Century Fox Film Corporation,0,1997
849,Fantasy,0.16666666666666666,Universal Pictures,1,1997
1671,Fantasy,0.0,Walt Disney Pictures,0,1997
864,Fantasy,0.16666666666666666,Warner Bros.,1,1997
1772,History,0.0,Columbia Pictures,0,1997
1776,History,0.0,Metro-Goldwyn-Mayer (MGM),0,1997
1775,History,0.0,New Line Cinema,0,1997
1774,History,0.0,Paramount Pictures,0,1997
1778,History,0.0,Relativity Media,0,1997
1779,History,0.0,Touchstone Pictures,0,1997
1770,History,0.0,Twentieth Century Fox Film Corporation,0,1997
1777,History,0.0,Universal Pictures,0,1997
1771,History,0.0,Walt Disney Pictures,0,1997
1773,History,0.0,Warner Bros.,0,1997
1762,Horror,0.0,Columbia Pictures,0,1997
1766,Horror,0.0,Metro-Goldwyn-Mayer (MGM),0,1997
815,Horror,0.16666666666666666,New Line Cinema,1,1997
824,Horror,0.3333333333333333,Paramount Pictures,2,1997
1768,Horror,0.0,Relativity Media,0,1997
1769,Horror,0.0,Touchstone Pictures,0,1997
840,Horror,0.16666666666666666,Twentieth Century Fox Film Corporation,1,1997
850,Horror,0.16666666666666666,Universal Pictures,1,1997
1761,Horror,0.0,Walt Disney Pictures,0,1997
865,Horror,0.16666666666666666,Warner Bros.,1,1997
1792,Music,0.0,Columbia Pictures,0,1997
1796,Music,0.0,Metro-Goldwyn-Mayer (MGM),0,1997
1795,Music,0.0,New Line Cinema,0,1997
1794,Music,0.0,Paramount Pictures,0,1997
1798,Music,0.0,Relativity Media,0,1997
1799,Music,0.0,Touchstone Pictures,0,1997
1790,Music,0.0,Twentieth Century Fox Film Corporation,0,1997
1797,Music,0.0,Universal Pictures,0,1997
1791,Music,0.0,Walt Disney Pictures,0,1997
1793,Music,0.0,Warner Bros.,0,1997
801,Romance,0.14285714285714285,Columbia Pictures,1,1997
1746,Romance,0.0,Metro-Goldwyn-Mayer (MGM),0,1997
816,Romance,0.14285714285714285,New Line Cinema,1,1997
825,Romance,0.42857142857142855,Paramount Pictures,3,1997
1748,Romance,0.0,Relativity Media,0,1997
1749,Romance,0.0,Touchstone Pictures,0,1997
841,Romance,0.14285714285714285,Twentieth Century Fox Film Corporation,1,1997
1747,Romance,0.0,Universal Pictures,0,1997
857,Romance,0.14285714285714285,Walt Disney Pictures,1,1997
1743,Romance,0.0,Warner Bros.,0,1997
802,Science Fiction,0.125,Columbia Pictures,2,1997
1686,Science Fiction,0.0,Metro-Goldwyn-Mayer (MGM),0,1997
817,Science Fiction,0.1875,New Line Cinema,3,1997
826,Science Fiction,0.1875,Paramount Pictures,3,1997
1688,Science Fiction,0.0,Relativity Media,0,1997
833,Science Fiction,0.125,Touchstone Pictures,2,1997
842,Science Fiction,0.125,Twentieth Century Fox Film Corporation,2,1997
851,Science Fiction,0.0625,Universal Pictures,1,1997
858,Science Fiction,0.0625,Walt Disney Pictures,1,1997
866,Science Fiction,0.125,Warner Bros.,2,1997
803,Thriller,0.13793103448275862,Columbia Pictures,4,1997
808,Thriller,0.034482758620689655,Metro-Goldwyn-Mayer (MGM),1,1997
818,Thriller,0.034482758620689655,New Line Cinema,1,1997
827,Thriller,0.27586206896551724,Paramount Pictures,8,1997
1718,Thriller,0.0,Relativity Media,0,1997
834,Thriller,0.10344827586206896,Touchstone Pictures,3,1997
843,Thriller,0.10344827586206896,Twentieth Century Fox Film Corporation,3,1997
852,Thriller,0.10344827586206896,Universal Pictures,3,1997
1711,Thriller,0.0,Walt Disney Pictures,0,1997
867,Thriller,0.20689655172413793,Warner Bros.,6,1997
1782,War,0.0,Columbia Pictures,0,1997
1786,War,0.0,Metro-Goldwyn-Mayer (MGM),0,1997
1785,War,0.0,New Line Cinema,0,1997
1784,War,0.0,Paramount Pictures,0,1997
1788,War,0.0,Relativity Media,0,1997
1789,War,0.0,Touchstone Pictures,0,1997
1780,War,0.0,Twentieth Century Fox Film Corporation,0,1997
1787,War,0.0,Universal Pictures,0,1997
1781,War,0.0,Walt Disney Pictures,0,1997
1783,War,0.0,Warner Bros.,0,1997
1732,Western,0.0,Columbia Pictures,0,1997
1736,Western,0.0,Metro-Goldwyn-Mayer (MGM),0,1997
1735,Western,0.0,New Line Cinema,0,1997
1734,Western,0.0,Paramount Pictures,0,1997
1738,Western,0.0,Relativity Media,0,1997
1739,Western,0.0,Touchstone Pictures,0,1997
1730,Western,0.0,Twentieth Century Fox Film Corporation,0,1997
1737,Western,0.0,Universal Pictures,0,1997
1731,Western,0.0,Walt Disney Pictures,0,1997
1733,Western,0.0,Warner Bros.,0,1997
868,Action,0.06666666666666667,Columbia Pictures,1,1998
2706,Action,0.0,Metro-Goldwyn-Mayer (MGM),0,1998
879,Action,0.06666666666666667,New Line Cinema,1,1998
887,Action,0.13333333333333333,Paramount Pictures,2,1998
2708,Action,0.0,Relativity Media,0,1998
898,Action,0.2,Touchstone Pictures,3,1998
906,Action,0.13333333333333333,Twentieth Century Fox Film Corporation,2,1998
915,Action,0.13333333333333333,Universal Pictures,2,1998
926,Action,0.06666666666666667,Walt Disney Pictures,1,1998
931,Action,0.2,Warner Bros.,3,1998
2712,Adventure,0.0,Columbia Pictures,0,1998
2716,Adventure,0.0,Metro-Goldwyn-Mayer (MGM),0,1998
880,Adventure,0.09090909090909091,New Line Cinema,1,1998
888,Adventure,0.09090909090909091,Paramount Pictures,1,1998
2718,Adventure,0.0,Relativity Media,0,1998
899,Adventure,0.18181818181818182,Touchstone Pictures,2,1998
2710,Adventure,0.0,Twentieth Century Fox Film Corporation,0,1998
916,Adventure,0.18181818181818182,Universal Pictures,2,1998
927,Adventure,0.2727272727272727,Walt Disney Pictures,3,1998
932,Adventure,0.18181818181818182,Warner Bros.,2,1998
869,Comedy,0.03125,Columbia Pictures,1,1998
876,Comedy,0.03125,Metro-Goldwyn-Mayer (MGM),1,1998
881,Comedy,0.0625,New Line Cinema,2,1998
889,Comedy,0.125,Paramount Pictures,4,1998
2808,Comedy,0.0,Relativity Media,0,1998
900,Comedy,0.125,Touchstone Pictures,4,1998
907,Comedy,0.21875,Twentieth Century Fox Film Corporation,7,1998
917,Comedy,0.21875,Universal Pictures,7,1998
928,Comedy,0.0625,Walt Disney Pictures,2,1998
933,Comedy,0.125,Warner Bros.,4,1998
870,Crime,0.09090909090909091,Columbia Pictures,1,1998
2746,Crime,0.0,Metro-Goldwyn-Mayer (MGM),0,1998
2745,Crime,0.0,New Line Cinema,0,1998
890,Crime,0.18181818181818182,Paramount Pictures,2,1998
2748,Crime,0.0,Relativity Media,0,1998
901,Crime,0.09090909090909091,Touchstone Pictures,1,1998
908,Crime,0.18181818181818182,Twentieth Century Fox Film Corporation,2,1998
918,Crime,0.2727272727272727,Universal Pictures,3,1998
2741,Crime,0.0,Walt Disney Pictures,0,1998
934,Crime,0.18181818181818182,Warner Bros.,2,1998
871,Drama,0.10256410256410256,Columbia Pictures,4,1998
2756,Drama,0.0,Metro-Goldwyn-Mayer (MGM),0,1998
882,Drama,0.07692307692307693,New Line Cinema,3,1998
891,Drama,0.15384615384615385,Paramount Pictures,6,1998
2758,Drama,0.0,Relativity Media,0,1998
902,Drama,0.1794871794871795,Touchstone Pictures,7,1998
909,Drama,0.1794871794871795,Twentieth Century Fox Film Corporation,7,1998
919,Drama,0.15384615384615385,Universal Pictures,6,1998
2751,Drama,0.0,Walt Disney Pictures,0,1998
935,Drama,0.15384615384615385,Warner Bros.,6,1998
2772,Family,0.0,Columbia Pictures,0,1998
2776,Family,0.0,Metro-Goldwyn-Mayer (MGM),0,1998
883,Family,0.14285714285714285,New Line Cinema,1,1998
2774,Family,0.0,Paramount Pictures,0,1998
2778,Family,0.0,Relativity Media,0,1998
2779,Family,0.0,Touchstone Pictures,0,1998
910,Family,0.14285714285714285,Twentieth Century Fox Film Corporation,1,1998
2777,Family,0.0,Universal Pictures,0,1998
929,Family,0.5714285714285714,Walt Disney Pictures,4,1998
936,Family,0.14285714285714285,Warner Bros.,1,1998
872,Fantasy,0.1111111111111111,Columbia Pictures,1,1998
2726,Fantasy,0.0,Metro-Goldwyn-Mayer (MGM),0,1998
2725,Fantasy,0.0,New Line Cinema,0,1998
892,Fantasy,0.1111111111111111,Paramount Pictures,1,1998
2728,Fantasy,0.0,Relativity Media,0,1998
2729,Fantasy,0.0,Touchstone Pictures,0,1998
911,Fantasy,0.1111111111111111,Twentieth Century Fox Film Corporation,1,1998
920,Fantasy,0.2222222222222222,Universal Pictures,2,1998
930,Fantasy,0.1111111111111111,Walt Disney Pictures,1,1998
937,Fantasy,0.3333333333333333,Warner Bros.,3,1998
2822,History,0.0,Columbia Pictures,0,1998
2826,History,0.0,Metro-Goldwyn-Mayer (MGM),0,1998
2825,History,0.0,New Line Cinema,0,1998
893,History,0.5,Paramount Pictures,1,1998
2828,History,0.0,Relativity Media,0,1998
2829,History,0.0,Touchstone Pictures,0,1998
2820,History,0.0,Twentieth Century Fox Film Corporation,0,1998
921,History,0.5,Universal Pictures,1,1998
2821,History,0.0,Walt Disney Pictures,0,1998
2823,History,0.0,Warner Bros.,0,1998
873,Horror,0.4,Columbia Pictures,2,1998
877,Horror,0.2,Metro-Goldwyn-Mayer (MGM),1,1998
884,Horror,0.2,New Line Cinema,1,1998
2814,Horror,0.0,Paramount Pictures,0,1998
2818,Horror,0.0,Relativity Media,0,1998
2819,Horror,0.0,Touchstone Pictures,0,1998
2810,Horror,0.0,Twentieth Century Fox Film Corporation,0,1998
922,Horror,0.2,Universal Pictures,1,1998
2811,Horror,0.0,Walt Disney Pictures,0,1998
2813,Horror,0.0,Warner Bros.,0,1998
2842,Music,0.0,Columbia Pictures,0,1998
2846,Music,0.0,Metro-Goldwyn-Mayer (MGM),0,1998
2845,Music,0.0,New Line Cinema,0,1998
2844,Music,0.0,Paramount Pictures,0,1998
2848,Music,0.0,Relativity Media,0,1998
2849,Music,0.0,Touchstone Pictures,0,1998
2840,Music,0.0,Twentieth Century Fox Film Corporation,0,1998
2847,Music,0.0,Universal Pictures,0,1998
2841,Music,0.0,Walt Disney Pictures,0,1998
2843,Music,0.0,Warner Bros.,0,1998
874,Romance,0.09523809523809523,Columbia Pictures,2,1998
2796,Romance,0.0,Metro-Goldwyn-Mayer (MGM),0,1998
885,Romance,0.09523809523809523,New Line Cinema,2,1998
894,Romance,0.09523809523809523,Paramount Pictures,2,1998
2798,Romance,0.0,Relativity Media,0,1998
903,Romance,0.09523809523809523,Touchstone Pictures,2,1998
912,Romance,0.2857142857142857,Twentieth Century Fox Film Corporation,6,1998
923,Romance,0.14285714285714285,Universal Pictures,3,1998
2791,Romance,0.0,Walt Disney Pictures,0,1998
938,Romance,0.19047619047619047,Warner Bros.,4,1998
2732,Science Fiction,0.0,Columbia Pictures,0,1998
878,Science Fiction,0.1111111111111111,Metro-Goldwyn-Mayer (MGM),1,1998
886,Science Fiction,0.2222222222222222,New Line Cinema,2,1998
895,Science Fiction,0.1111111111111111,Paramount Pictures,1,1998
2738,Science Fiction,0.0,Relativity Media,0,1998
904,Science Fiction,0.1111111111111111,Touchstone Pictures,1,1998
913,Science Fiction,0.1111111111111111,Twentieth Century Fox Film Corporation,1,1998
924,Science Fiction,0.1111111111111111,Universal Pictures,1,1998
2731,Science Fiction,0.0,Walt Disney Pictures,0,1998
939,Science Fiction,0.2222222222222222,Warner Bros.,2,1998
875,Thriller,0.15384615384615385,Columbia Pictures,2,1998
2766,Thriller,0.0,Metro-Goldwyn-Mayer (MGM),0,1998
2765,Thriller,0.0,New Line Cinema,0,1998
896,Thriller,0.23076923076923078,Paramount Pictures,3,1998
2768,Thriller,0.0,Relativity Media,0,1998
905,Thriller,0.23076923076923078,Touchstone Pictures,3,1998
914,Thriller,0.15384615384615385,Twentieth Century Fox Film Corporation,2,1998
925,Thriller,0.07692307692307693,Universal Pictures,1,1998
2761,Thriller,0.0,Walt Disney Pictures,0,1998
940,Thriller,0.15384615384615385,Warner Bros.,2,1998
2832,War,0.0,Columbia Pictures,0,1998
2836,War,0.0,Metro-Goldwyn-Mayer (MGM),0,1998
2835,War,0.0,New Line Cinema,0,1998
897,War,0.5,Paramount Pictures,1,1998
2838,War,0.0,Relativity Media,0,1998
2839,War,0.0,Touchstone Pictures,0,1998
2830,War,0.0,Twentieth Century Fox Film Corporation,0,1998
2837,War,0.0,Universal Pictures,0,1998
2831,War,0.0,Walt Disney Pictures,0,1998
941,War,0.5,Warner Bros.,1,1998
2782,Western,0.0,Columbia Pictures,0,1998
2786,Western,0.0,Metro-Goldwyn-Mayer (MGM),0,1998
2785,Western,0.0,New Line Cinema,0,1998
2784,Western,0.0,Paramount Pictures,0,1998
2788,Western,0.0,Relativity Media,0,1998
2789,Western,0.0,Touchstone Pictures,0,1998
2780,Western,0.0,Twentieth Century Fox Film Corporation,0,1998
2787,Western,0.0,Universal Pictures,0,1998
2781,Western,0.0,Walt Disney Pictures,0,1998
2783,Western,0.0,Warner Bros.,0,1998
942,Action,0.15384615384615385,Columbia Pictures,2,1999
954,Action,0.07692307692307693,Metro-Goldwyn-Mayer (MGM),1,1999
962,Action,0.07692307692307693,New Line Cinema,1,1999
971,Action,0.07692307692307693,Paramount Pictures,1,1999
2108,Action,0.0,Relativity Media,0,1999
978,Action,0.07692307692307693,Touchstone Pictures,1,1999
2100,Action,0.0,Twentieth Century Fox Film Corporation,0,1999
995,Action,0.07692307692307693,Universal Pictures,1,1999
1007,Action,0.07692307692307693,Walt Disney Pictures,1,1999
1014,Action,0.38461538461538464,Warner Bros.,5,1999
943,Adventure,0.125,Columbia Pictures,1,1999
955,Adventure,0.125,Metro-Goldwyn-Mayer (MGM),1,1999
963,Adventure,0.125,New Line Cinema,1,1999
2114,Adventure,0.0,Paramount Pictures,0,1999
2118,Adventure,0.0,Relativity Media,0,1999
979,Adventure,0.125,Touchstone Pictures,1,1999
2110,Adventure,0.0,Twentieth Century Fox Film Corporation,0,1999
996,Adventure,0.125,Universal Pictures,1,1999
1008,Adventure,0.125,Walt Disney Pictures,1,1999
1015,Adventure,0.25,Warner Bros.,2,1999
944,Comedy,0.15217391304347827,Columbia Pictures,7,1999
956,Comedy,0.043478260869565216,Metro-Goldwyn-Mayer (MGM),2,1999
964,Comedy,0.08695652173913043,New Line Cinema,4,1999
972,Comedy,0.13043478260869565,Paramount Pictures,6,1999
2208,Comedy,0.0,Relativity Media,0,1999
980,Comedy,0.13043478260869565,Touchstone Pictures,6,1999
987,Comedy,0.08695652173913043,Twentieth Century Fox Film Corporation,4,1999
