,genres,norm_per_year,production_companies,total_films,year
5500,Comedy,0.0,Twentieth Century Fox Film Corporation,0,1984
5507,Comedy,0.0,Universal Pictures,0,1984
5501,Comedy,0.0,Walt Disney Pictures,0,1984
281,Comedy,0.4,Warner Bros.,2,1984
5442,Crime,0.0,Columbia Pictures,0,1984
5446,Crime,0.0,Metro-Goldwyn-Mayer (MGM),0,1984
5445,Crime,0.0,New Line Cinema,0,1984
264,Crime,0.3333333333333333,Paramount Pictures,1,1984
5448,Crime,0.0,Relativity Media,0,1984
5449,Crime,0.0,Touchstone Pictures,0,1984
5440,Crime,0.0,Twentieth Century Fox Film Corporation,0,1984
5447,Crime,0.0,Universal Pictures,0,1984
5441,Crime,0.0,Walt Disney Pictures,0,1984
282,Crime,0.6666666666666666,Warner Bros.,2,1984
255,Drama,0.16666666666666666,Columbia Pictures,1,1984
5456,Drama,0.0,Metro-Goldwyn-Mayer (MGM),0,1984
5455,Drama,0.0,New Line Cinema,0,1984
265,Drama,0.16666666666666666,Paramount Pictures,1,1984
5458,Drama,0.0,Relativity Media,0,1984
5459,Drama,0.0,Touchstone Pictures,0,1984
5450,Drama,0.0,Twentieth Century Fox Film Corporation,0,1984
276,Drama,0.16666666666666666,Universal Pictures,1,1984
5451,Drama,0.0,Walt Disney Pictures,0,1984
283,Drama,0.5,Warner Bros.,3,1984
5472,Family,0.0,Columbia Pictures,0,1984
5476,Family,0.0,Metro-Goldwyn-Mayer (MGM),0,1984
5475,Family,0.0,New Line Cinema,0,1984
266,Family,0.5,Paramount Pictures,1,1984
5478,Family,0.0,Relativity Media,0,1984
5479,Family,0.0,Touchstone Pictures,0,1984
5470,Family,0.0,Twentieth Century Fox Film Corporation,0,1984
5477,Family,0.0,Universal Pictures,0,1984
5471,Family,0.0,Walt Disney Pictures,0,1984
284,Family,0.5,Warner Bros.,1,1984
5422,Fantasy,0.0,Columbia Pictures,0,1984
5426,Fantasy,0.0,Metro-Goldwyn-Mayer (MGM),0,1984
5425,Fantasy,0.0,New Line Cinema,0,1984
5424,Fantasy,0.0,Paramount Pictures,0,1984
5428,Fantasy,0.0,Relativity Media,0,1984
273,Fantasy,0.25,Touchstone Pictures,1,1984
5420,Fantasy,0.0,Twentieth Century Fox Film Corporation,0,1984
277,Fantasy,0.25,Universal Pictures,1,1984
5421,Fantasy,0.0,Walt Disney Pictures,0,1984
285,Fantasy,0.5,Warner Bros.,2,1984
256,History,0.5,Columbia Pictures,1,1984
5526,History,0.0,Metro-Goldwyn-Mayer (MGM),0,1984
5525,History,0.0,New Line Cinema,0,1984
5524,History,0.0,Paramount Pictures,0,1984
5528,History,0.0,Relativity Media,0,1984
5529,History,0.0,Touchstone Pictures,0,1984
5520,History,0.0,Twentieth Century Fox Film Corporation,0,1984
5527,History,0.0,Universal Pictures,0,1984
5521,History,0.0,Walt Disney Pictures,0,1984
286,History,0.5,Warner Bros.,1,1984
5512,Horror,0.0,Columbia Pictures,0,1984
5516,Horror,0.0,Metro-Goldwyn-Mayer (MGM),0,1984
260,Horror,0.25,New Line Cinema,1,1984
267,Horror,0.25,Paramount Pictures,1,1984
5518,Horror,0.0,Relativity Media,0,1984
5519,Horror,0.0,Touchstone Pictures,0,1984
5510,Horror,0.0,Twentieth Century Fox Film Corporation,0,1984
278,Horror,0.25,Universal Pictures,1,1984
5511,Horror,0.0,Walt Disney Pictures,0,1984
287,Horror,0.25,Warner Bros.,1,1984
5542,Music,0.0,Columbia Pictures,0,1984
5546,Music,0.0,Metro-Goldwyn-Mayer (MGM),0,1984
5545,Music,0.0,New Line Cinema,0,1984
268,Music,0.5,Paramount Pictures,1,1984
5548,Music,0.0,Relativity Media,0,1984
5549,Music,0.0,Touchstone Pictures,0,1984
5540,Music,0.0,Twentieth Century Fox Film Corporation,0,1984
5547,Music,0.0,Universal Pictures,0,1984
5541,Music,0.0,Walt Disney Pictures,0,1984
288,Music,0.5,Warner Bros.,1,1984
5492,Romance,0.0,Columbia Pictures,0,1984
5496,Romance,0.0,Metro-Goldwyn-Mayer (MGM),0,1984
5495,Romance,0.0,New Line Cinema,0,1984
269,Romance,0.5,Paramount Pictures,1,1984
5498,Romance,0.0,Relativity Media,0,1984
274,Romance,0.5,Touchstone Pictures,1,1984
5490,Romance,0.0,Twentieth Century Fox Film Corporation,0,1984
5497,Romance,0.0,Universal Pictures,0,1984
5491,Romance,0.0,Walt Disney Pictures,0,1984
5493,Romance,0.0,Warner Bros.,0,1984
5432,Science Fiction,0.0,Columbia Pictures,0,1984
259,Science Fiction,0.5,Metro-Goldwyn-Mayer (MGM),1,1984
5435,Science Fiction,0.0,New Line Cinema,0,1984
270,Science Fiction,0.5,Paramount Pictures,1,1984
5438,Science Fiction,0.0,Relativity Media,0,1984
5439,Science Fiction,0.0,Touchstone Pictures,0,1984
5430,Science Fiction,0.0,Twentieth Century Fox Film Corporation,0,1984
5437,Science Fiction,0.0,Universal Pictures,0,1984
5431,Science Fiction,0.0,Walt Disney Pictures,0,1984
5433,Science Fiction,0.0,Warner Bros.,0,1984
5462,Thriller,0.0,Columbia Pictures,0,1984
5466,Thriller,0.0,Metro-Goldwyn-Mayer (MGM),0,1984
5465,Thriller,0.0,New Line Cinema,0,1984
271,Thriller,0.6666666666666666,Paramount Pictures,2,1984
5468,Thriller,0.0,Relativity Media,0,1984
5469,Thriller,0.0,Touchstone Pictures,0,1984
5460,Thriller,0.0,Twentieth Century Fox Film Corporation,0,1984
279,Thriller,0.3333333333333333,Universal Pictures,1,1984
5461,Thriller,0.0,Walt Disney Pictures,0,1984
5463,Thriller,0.0,Warner Bros.,0,1984
5532,War,0.0,Columbia Pictures,0,1984
5536,War,0.0,Metro-Goldwyn-Mayer (MGM),0,1984
5535,War,0.0,New Line Cinema,0,1984
5534,War,0.0,Paramount Pictures,0,1984
5538,War,0.0,Relativity Media,0,1984
5539,War,0.0,Touchstone Pictures,0,1984
5530,War,0.0,Twentieth Century Fox Film Corporation,0,1984
5537,War,0.0,Universal Pictures,0,1984
5531,War,0.0,Walt Disney Pictures,0,1984
5533,War,0.0,Warner Bros.,0,1984
5482,Western,0.0,Columbia Pictures,0,1984
5486,Western,0.0,Metro-Goldwyn-Mayer (MGM),0,1984
5485,Western,0.0,New Line Cinema,0,1984
5484,Western,0.0,Paramount Pictures,0,1984
5488,Western,0.0,Relativity Media,0,1984
5489,Western,0.0,Touchstone Pictures,0,1984
5480,Western,0.0,Twentieth Century Fox Film Corporation,0,1984
5487,Western,0.0,Universal Pictures,0,1984
5481,Western,0.0,Walt Disney Pictures,0,1984
5483,Western,0.0,Warner Bros.,0,1984
289,Action,0.25,Columbia Pictures,1,1985
293,Action,0.25,Metro-Goldwyn-Mayer (MGM),1,1985
5855,Action,0.0,New Line Cinema,0,1985
297,Action,0.25,Paramount Pictures,1,1985
5858,Action,0.0,Relativity Media,0,1985
5859,Action,0.0,Touchstone Pictures,0,1985
305,Action,0.25,Twentieth Century Fox Film Corporation,1,1985
5857,Action,0.0,Universal Pictures,0,1985
5851,Action,0.0,Walt Disney Pictures,0,1985
5853,Action,0.0,Warner Bros.,0,1985
5862,Adventure,0.0,Columbia Pictures,0,1985
294,Adventure,0.16666666666666666,Metro-Goldwyn-Mayer (MGM),1,1985
5865,Adventure,0.0,New Line Cinema,0,1985
298,Adventure,0.16666666666666666,Paramount Pictures,1,1985
5868,Adventure,0.0,Relativity Media,0,1985
5869,Adventure,0.0,Touchstone Pictures,0,1985
306,Adventure,0.3333333333333333,Twentieth Century Fox Film Corporation,2,1985
311,Adventure,0.16666666666666666,Universal Pictures,1,1985
5861,Adventure,0.0,Walt Disney Pictures,0,1985
316,Adventure,0.16666666666666666,Warner Bros.,1,1985
5952,Comedy,0.0,Columbia Pictures,0,1985
5956,Comedy,0.0,Metro-Goldwyn-Mayer (MGM),0,1985
5955,Comedy,0.0,New Line Cinema,0,1985
5954,Comedy,0.0,Paramount Pictures,0,1985
5958,Comedy,0.0,Relativity Media,0,1985
5959,Comedy,0.0,Touchstone Pictures,0,1985
5950,Comedy,0.0,Twentieth Century Fox Film Corporation,0,1985
312,Comedy,1.0,Universal Pictures,1,1985
5951,Comedy,0.0,Walt Disney Pictures,0,1985
5953,Comedy,0.0,Warner Bros.,0,1985
290,Crime,0.3333333333333333,Columbia Pictures,1,1985
5896,Crime,0.0,Metro-Goldwyn-Mayer (MGM),0,1985
5895,Crime,0.0,New Line Cinema,0,1985
299,Crime,0.6666666666666666,Paramount Pictures,2,1985
5898,Crime,0.0,Relativity Media,0,1985
5899,Crime,0.0,Touchstone Pictures,0,1985
5890,Crime,0.0,Twentieth Century Fox Film Corporation,0,1985
5897,Crime,0.0,Universal Pictures,0,1985
5891,Crime,0.0,Walt Disney Pictures,0,1985
5893,Crime,0.0,Warner Bros.,0,1985
291,Drama,0.125,Columbia Pictures,1,1985
5906,Drama,0.0,Metro-Goldwyn-Mayer (MGM),0,1985
5905,Drama,0.0,New Line Cinema,0,1985
300,Drama,0.25,Paramount Pictures,2,1985
5908,Drama,0.0,Relativity Media,0,1985
5909,Drama,0.0,Touchstone Pictures,0,1985
307,Drama,0.125,Twentieth Century Fox Film Corporation,1,1985
313,Drama,0.125,Universal Pictures,1,1985
5901,Drama,0.0,Walt Disney Pictures,0,1985
317,Drama,0.375,Warner Bros.,3,1985
5922,Family,0.0,Columbia Pictures,0,1985
5926,Family,0.0,Metro-Goldwyn-Mayer (MGM),0,1985
5925,Family,0.0,New Line Cinema,0,1985
301,Family,0.5,Paramount Pictures,1,1985
5928,Family,0.0,Relativity Media,0,1985
5929,Family,0.0,Touchstone Pictures,0,1985
5920,Family,0.0,Twentieth Century Fox Film Corporation,0,1985
314,Family,0.5,Universal Pictures,1,1985
5921,Family,0.0,Walt Disney Pictures,0,1985
5923,Family,0.0,Warner Bros.,0,1985
5872,Fantasy,0.0,Columbia Pictures,0,1985
295,Fantasy,0.3333333333333333,Metro-Goldwyn-Mayer (MGM),1,1985
5875,Fantasy,0.0,New Line Cinema,0,1985
5874,Fantasy,0.0,Paramount Pictures,0,1985
5878,Fantasy,0.0,Relativity Media,0,1985
5879,Fantasy,0.0,Touchstone Pictures,0,1985
308,Fantasy,0.3333333333333333,Twentieth Century Fox Film Corporation,1,1985
5877,Fantasy,0.0,Universal Pictures,0,1985
5871,Fantasy,0.0,Walt Disney Pictures,0,1985
318,Fantasy,0.3333333333333333,Warner Bros.,1,1985
5972,History,0.0,Columbia Pictures,0,1985
5976,History,0.0,Metro-Goldwyn-Mayer (MGM),0,1985
5975,History,0.0,New Line Cinema,0,1985
5974,History,0.0,Paramount Pictures,0,1985
5978,History,0.0,Relativity Media,0,1985
5979,History,0.0,Touchstone Pictures,0,1985
5970,History,0.0,Twentieth Century Fox Film Corporation,0,1985
5977,History,0.0,Universal Pictures,0,1985
5971,History,0.0,Walt Disney Pictures,0,1985
5973,History,0.0,Warner Bros.,0,1985
5962,Horror,0.0,Columbia Pictures,0,1985
5966,Horror,0.0,Metro-Goldwyn-Mayer (MGM),0,1985
296,Horror,0.5,New Line Cinema,1,1985
302,Horror,0.5,Paramount Pictures,1,1985
5968,Horror,0.0,Relativity Media,0,1985
5969,Horror,0.0,Touchstone Pictures,0,1985
5960,Horror,0.0,Twentieth Century Fox Film Corporation,0,1985
5967,Horror,0.0,Universal Pictures,0,1985
5961,Horror,0.0,Walt Disney Pictures,0,1985
5963,Horror,0.0,Warner Bros.,0,1985
5992,Music,0.0,Columbia Pictures,0,1985
5996,Music,0.0,Metro-Goldwyn-Mayer (MGM),0,1985
5995,Music,0.0,New Line Cinema,0,1985
5994,Music,0.0,Paramount Pictures,0,1985
5998,Music,0.0,Relativity Media,0,1985
5999,Music,0.0,Touchstone Pictures,0,1985
5990,Music,0.0,Twentieth Century Fox Film Corporation,0,1985
5997,Music,0.0,Universal Pictures,0,1985
5991,Music,0.0,Walt Disney Pictures,0,1985
319,Music,1.0,Warner Bros.,1,1985
5942,Romance,0.0,Columbia Pictures,0,1985
5946,Romance,0.0,Metro-Goldwyn-Mayer (MGM),0,1985
5945,Romance,0.0,New Line Cinema,0,1985
303,Romance,0.2,Paramount Pictures,1,1985
5948,Romance,0.0,Relativity Media,0,1985
5949,Romance,0.0,Touchstone Pictures,0,1985
309,Romance,0.2,Twentieth Century Fox Film Corporation,1,1985
5947,Romance,0.0,Universal Pictures,0,1985
5941,Romance,0.0,Walt Disney Pictures,0,1985
320,Romance,0.6,Warner Bros.,3,1985
5882,Science Fiction,0.0,Columbia Pictures,0,1985
5886,Science Fiction,0.0,Metro-Goldwyn-Mayer (MGM),0,1985
5885,Science Fiction,0.0,New Line Cinema,0,1985
5884,Science Fiction,0.0,Paramount Pictures,0,1985
5888,Science Fiction,0.0,Relativity Media,0,1985
5889,Science Fiction,0.0,Touchstone Pictures,0,1985
5880,Science Fiction,0.0,Twentieth Century Fox Film Corporation,0,1985
315,Science Fiction,1.0,Universal Pictures,1,1985
5881,Science Fiction,0.0,Walt Disney Pictures,0,1985
5883,Science Fiction,0.0,Warner Bros.,0,1985
5912,Thriller,0.0,Columbia Pictures,0,1985
5916,Thriller,0.0,Metro-Goldwyn-Mayer (MGM),0,1985
5915,Thriller,0.0,New Line Cinema,0,1985
304,Thriller,0.75,Paramount Pictures,3,1985
5918,Thriller,0.0,Relativity Media,0,1985
5919,Thriller,0.0,Touchstone Pictures,0,1985
310,Thriller,0.25,Twentieth Century Fox Film Corporation,1,1985
5917,Thriller,0.0,Universal Pictures,0,1985
5911,Thriller,0.0,Walt Disney Pictures,0,1985
5913,Thriller,0.0,Warner Bros.,0,1985
5982,War,0.0,Columbia Pictures,0,1985
5986,War,0.0,Metro-Goldwyn-Mayer (MGM),0,1985
5985,War,0.0,New Line Cinema,0,1985
5984,War,0.0,Paramount Pictures,0,1985
5988,War,0.0,Relativity Media,0,1985
5989,War,0.0,Touchstone Pictures,0,1985
5980,War,0.0,Twentieth Century Fox Film Corporation,0,1985
5987,War,0.0,Universal Pictures,0,1985
5981,War,0.0,Walt Disney Pictures,0,1985
5983,War,0.0,Warner Bros.,0,1985
292,Western,0.5,Columbia Pictures,1,1985
5936,Western,0.0,Metro-Goldwyn-Mayer (MGM),0,1985
5935,Western,0.0,New Line Cinema,0,1985
5934,Western,0.0,Paramount Pictures,0,1985
5938,Western,0.0,Relativity Media,0,1985
5939,Western,0.0,Touchstone Pictures,0,1985
5930,Western,0.0,Twentieth Century Fox Film Corporation,0,1985
5937,Western,0.0,Universal Pictures,0,1985
5931,Western,0.0,Walt Disney Pictures,0,1985
321,Western,0.5,Warner Bros.,1,1985
4952,Action,0.0,Columbia Pictures,0,1986
4956,Action,0.0,Metro-Goldwyn-Mayer (MGM),0,1986
4955,Action,0.0,New Line Cinema,0,1986
326,Action,0.5,Paramount Pictures,2,1986
4958,Action,0.0,Relativity Media,0,1986
4959,Action,0.0,Touchstone Pictures,0,1986
335,Action,0.5,Twentieth Century Fox Film Corporation,2,1986
4957,Action,0.0,Universal Pictures,0,1986
4951,Action,0.0,Walt Disney Pictures,0,1986
4953,Action,0.0,Warner Bros.,0,1986
4962,Adventure,0.0,Columbia Pictures,0,1986
4966,Adventure,0.0,Metro-Goldwyn-Mayer (MGM),0,1986
4965,Adventure,0.0,New Line Cinema,0,1986
327,Adventure,0.6,Paramount Pictures,3,1986
4968,Adventure,0.0,Relativity Media,0,1986
4969,Adventure,0.0,Touchstone Pictures,0,1986
336,Adventure,0.2,Twentieth Century Fox Film Corporation,1,1986
4967,Adventure,0.0,Universal Pictures,0,1986
4961,Adventure,0.0,Walt Disney Pictures,0,1986
349,Adventure,0.2,Warner Bros.,1,1986
5052,Comedy,0.0,Columbia Pictures,0,1986
5056,Comedy,0.0,Metro-Goldwyn-Mayer (MGM),0,1986
5055,Comedy,0.0,New Line Cinema,0,1986
328,Comedy,0.4,Paramount Pictures,2,1986
5058,Comedy,0.0,Relativity Media,0,1986
5059,Comedy,0.0,Touchstone Pictures,0,1986
337,Comedy,0.2,Twentieth Century Fox Film Corporation,1,1986
342,Comedy,0.4,Universal Pictures,2,1986
5051,Comedy,0.0,Walt Disney Pictures,0,1986
5053,Comedy,0.0,Warner Bros.,0,1986
322,Crime,0.5,Columbia Pictures,1,1986
4996,Crime,0.0,Metro-Goldwyn-Mayer (MGM),0,1986
4995,Crime,0.0,New Line Cinema,0,1986
4994,Crime,0.0,Paramount Pictures,0,1986
4998,Crime,0.0,Relativity Media,0,1986
4999,Crime,0.0,Touchstone Pictures,0,1986
4990,Crime,0.0,Twentieth Century Fox Film Corporation,0,1986
343,Crime,0.5,Universal Pictures,1,1986
4991,Crime,0.0,Walt Disney Pictures,0,1986
4993,Crime,0.0,Warner Bros.,0,1986
323,Drama,0.2,Columbia Pictures,1,1986
324,Drama,0.2,Metro-Goldwyn-Mayer (MGM),1,1986
5005,Drama,0.0,New Line Cinema,0,1986
5004,Drama,0.0,Paramount Pictures,0,1986
5008,Drama,0.0,Relativity Media,0,1986
334,Drama,0.2,Touchstone Pictures,1,1986
5000,Drama,0.0,Twentieth Century Fox Film Corporation,0,1986
344,Drama,0.2,Universal Pictures,1,1986
5001,Drama,0.0,Walt Disney Pictures,0,1986
350,Drama,0.2,Warner Bros.,1,1986
5022,Family,0.0,Columbia Pictures,0,1986
5026,Family,0.0,Metro-Goldwyn-Mayer (MGM),0,1986
5025,Family,0.0,New Line Cinema,0,1986
5024,Family,0.0,Paramount Pictures,0,1986
5028,Family,0.0,Relativity Media,0,1986
5029,Family,0.0,Touchstone Pictures,0,1986
5020,Family,0.0,Twentieth Century Fox Film Corporation,0,1986
5027,Family,0.0,Universal Pictures,0,1986
5021,Family,0.0,Walt Disney Pictures,0,1986
5023,Family,0.0,Warner Bros.,0,1986
4972,Fantasy,0.0,Columbia Pictures,0,1986
4976,Fantasy,0.0,Metro-Goldwyn-Mayer (MGM),0,1986
4975,Fantasy,0.0,New Line Cinema,0,1986
4974,Fantasy,0.0,Paramount Pictures,0,1986
4978,Fantasy,0.0,Relativity Media,0,1986
4979,Fantasy,0.0,Touchstone Pictures,0,1986
338,Fantasy,0.5,Twentieth Century Fox Film Corporation,1,1986
345,Fantasy,0.5,Universal Pictures,1,1986
4971,Fantasy,0.0,Walt Disney Pictures,0,1986
4973,Fantasy,0.0,Warner Bros.,0,1986
5072,History,0.0,Columbia Pictures,0,1986
5076,History,0.0,Metro-Goldwyn-Mayer (MGM),0,1986
5075,History,0.0,New Line Cinema,0,1986
5074,History,0.0,Paramount Pictures,0,1986
5078,History,0.0,Relativity Media,0,1986
5079,History,0.0,Touchstone Pictures,0,1986
5070,History,0.0,Twentieth Century Fox Film Corporation,0,1986
5077,History,0.0,Universal Pictures,0,1986
5071,History,0.0,Walt Disney Pictures,0,1986
5073,History,0.0,Warner Bros.,0,1986
5062,Horror,0.0,Columbia Pictures,0,1986
5066,Horror,0.0,Metro-Goldwyn-Mayer (MGM),0,1986
5065,Horror,0.0,New Line Cinema,0,1986
329,Horror,0.6666666666666666,Paramount Pictures,2,1986
5068,Horror,0.0,Relativity Media,0,1986
5069,Horror,0.0,Touchstone Pictures,0,1986
339,Horror,0.3333333333333333,Twentieth Century Fox Film Corporation,1,1986
5067,Horror,0.0,Universal Pictures,0,1986
5061,Horror,0.0,Walt Disney Pictures,0,1986
5063,Horror,0.0,Warner Bros.,0,1986
5092,Music,0.0,Columbia Pictures,0,1986
5096,Music,0.0,Metro-Goldwyn-Mayer (MGM),0,1986
5095,Music,0.0,New Line Cinema,0,1986
5094,Music,0.0,Paramount Pictures,0,1986
5098,Music,0.0,Relativity Media,0,1986
5099,Music,0.0,Touchstone Pictures,0,1986
5090,Music,0.0,Twentieth Century Fox Film Corporation,0,1986
5097,Music,0.0,Universal Pictures,0,1986
5091,Music,0.0,Walt Disney Pictures,0,1986
5093,Music,0.0,Warner Bros.,0,1986
5042,Romance,0.0,Columbia Pictures,0,1986
325,Romance,0.3333333333333333,Metro-Goldwyn-Mayer (MGM),1,1986
5045,Romance,0.0,New Line Cinema,0,1986
330,Romance,0.3333333333333333,Paramount Pictures,1,1986
5048,Romance,0.0,Relativity Media,0,1986
5049,Romance,0.0,Touchstone Pictures,0,1986
5040,Romance,0.0,Twentieth Century Fox Film Corporation,0,1986
346,Romance,0.3333333333333333,Universal Pictures,1,1986
5041,Romance,0.0,Walt Disney Pictures,0,1986
5043,Romance,0.0,Warner Bros.,0,1986
4982,Science Fiction,0.0,Columbia Pictures,0,1986
4986,Science Fiction,0.0,Metro-Goldwyn-Mayer (MGM),0,1986
4985,Science Fiction,0.0,New Line Cinema,0,1986
331,Science Fiction,0.3333333333333333,Paramount Pictures,1,1986
4988,Science Fiction,0.0,Relativity Media,0,1986
4989,Science Fiction,0.0,Touchstone Pictures,0,1986
340,Science Fiction,0.3333333333333333,Twentieth Century Fox Film Corporation,1,1986
347,Science Fiction,0.3333333333333333,Universal Pictures,1,1986
4981,Science Fiction,0.0,Walt Disney Pictures,0,1986
4983,Science Fiction,0.0,Warner Bros.,0,1986
5012,Thriller,0.0,Columbia Pictures,0,1986
5016,Thriller,0.0,Metro-Goldwyn-Mayer (MGM),0,1986
5015,Thriller,0.0,New Line Cinema,0,1986
332,Thriller,0.3333333333333333,Paramount Pictures,1,1986
5018,Thriller,0.0,Relativity Media,0,1986
5019,Thriller,0.0,Touchstone Pictures,0,1986
341,Thriller,0.3333333333333333,Twentieth Century Fox Film Corporation,1,1986
348,Thriller,0.3333333333333333,Universal Pictures,1,1986
5011,Thriller,0.0,Walt Disney Pictures,0,1986
5013,Thriller,0.0,Warner Bros.,0,1986
5082,War,0.0,Columbia Pictures,0,1986
5086,War,0.0,Metro-Goldwyn-Mayer (MGM),0,1986
5085,War,0.0,New Line Cinema,0,1986
333,War,1.0,Paramount Pictures,1,1986
5088,War,0.0,Relativity Media,0,1986
5089,War,0.0,Touchstone Pictures,0,1986
5080,War,0.0,Twentieth Century Fox Film Corporation,0,1986
5087,War,0.0,Universal Pictures,0,1986
5081,War,0.0,Walt Disney Pictures,0,1986
5083,War,0.0,Warner Bros.,0,1986
5032,Western,0.0,Columbia Pictures,0,1986
5036,Western,0.0,Metro-Goldwyn-Mayer (MGM),0,1986
5035,Western,0.0,New Line Cinema,0,1986
5034,Western,0.0,Paramount Pictures,0,1986
5038,Western,0.0,Relativity Media,0,1986
5039,Western,0.0,Touchstone Pictures,0,1986
5030,Western,0.0,Twentieth Century Fox Film Corporation,0,1986
5037,Western,0.0,Universal Pictures,0,1986
5031,Western,0.0,Walt Disney Pictures,0,1986
5033,Western,0.0,Warner Bros.,0,1986
351,Action,0.25,Columbia Pictures,1,1987
5106,Action,0.0,Metro-Goldwyn-Mayer (MGM),0,1987
5105,Action,0.0,New Line Cinema,0,1987
360,Action,0.25,Paramount Pictures,1,1987
5108,Action,0.0,Relativity Media,0,1987
5109,Action,0.0,Touchstone Pictures,0,1987
371,Action,0.25,Twentieth Century Fox Film Corporation,1,1987
5107,Action,0.0,Universal Pictures,0,1987
5101,Action,0.0,Walt Disney Pictures,0,1987
380,Action,0.25,Warner Bros.,1,1987
352,Adventure,0.25,Columbia Pictures,1,1987
5116,Adventure,0.0,Metro-Goldwyn-Mayer (MGM),0,1987
5115,Adventure,0.0,New Line Cinema,0,1987
5114,Adventure,0.0,Paramount Pictures,0,1987
5118,Adventure,0.0,Relativity Media,0,1987
5119,Adventure,0.0,Touchstone Pictures,0,1987
372,Adventure,0.25,Twentieth Century Fox Film Corporation,1,1987
377,Adventure,0.25,Universal Pictures,1,1987
5111,Adventure,0.0,Walt Disney Pictures,0,1987
381,Adventure,0.25,Warner Bros.,1,1987
353,Comedy,0.16666666666666666,Columbia Pictures,1,1987
356,Comedy,0.16666666666666666,Metro-Goldwyn-Mayer (MGM),1,1987
5205,Comedy,0.0,New Line Cinema,0,1987
361,Comedy,0.16666666666666666,Paramount Pictures,1,1987
5208,Comedy,0.0,Relativity Media,0,1987
367,Comedy,0.3333333333333333,Touchstone Pictures,2,1987
5200,Comedy,0.0,Twentieth Century Fox Film Corporation,0,1987
5207,Comedy,0.0,Universal Pictures,0,1987
5201,Comedy,0.0,Walt Disney Pictures,0,1987
382,Comedy,0.16666666666666666,Warner Bros.,1,1987
5142,Crime,0.0,Columbia Pictures,0,1987
5146,Crime,0.0,Metro-Goldwyn-Mayer (MGM),0,1987
5145,Crime,0.0,New Line Cinema,0,1987
362,Crime,0.6666666666666666,Paramount Pictures,2,1987
5148,Crime,0.0,Relativity Media,0,1987
5149,Crime,0.0,Touchstone Pictures,0,1987
373,Crime,0.3333333333333333,Twentieth Century Fox Film Corporation,1,1987
5147,Crime,0.0,Universal Pictures,0,1987
5141,Crime,0.0,Walt Disney Pictures,0,1987
5143,Crime,0.0,Warner Bros.,0,1987
354,Drama,0.14285714285714285,Columbia Pictures,1,1987
5156,Drama,0.0,Metro-Goldwyn-Mayer (MGM),0,1987
5155,Drama,0.0,New Line Cinema,0,1987
363,Drama,0.2857142857142857,Paramount Pictures,2,1987
5158,Drama,0.0,Relativity Media,0,1987
368,Drama,0.2857142857142857,Touchstone Pictures,2,1987
